Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
kangen gue iya,0,1,0,0,0,0,0,0,0,0,0,0
rang negeri dengan budaya yuk pada unjung ke purwoke o mumpung ada even rakyat purwoke o eavaganzabanyumas,0,0,0,0,0,0,0,0,0,0,0,0
presiden itu punya dana taktis dia bisa guna untuk penting rakyat di luar program program perintah yang sudah ada soal program banyak sekali ada bangun infrastruktur kip kartu indonesia sehat se ifikat tanah hutan sosial bahan bakar minyak 1 harga padat karya,0,0,0,0,0,0,0,0,0,0,0,0
amin ya allah tim kan saja sampai latih ular karena dia dapat di rawa rawa aku dapat di sungai gede begitu dan musuh wkwk,0,0,0,0,0,0,0,0,0,0,0,0
maju kamu maki mama aku bolot,1,1,1,0,0,0,0,0,1,1,0,0
gerombol kadal jidat gosong memang begitu suka ribut tapi kalau gerombol yang salah pura pura dasar gerombol cingkrang uniform resource locator,1,1,0,1,0,0,1,0,0,0,1,0
begitu gentar dia takut hadap,0,0,0,0,0,0,0,0,0,0,0,0
betul padahal saracen juga siapa sehingga akun yang kritis anggap saracen kan aneh jokowi,1,0,1,0,0,0,0,0,1,1,0,0
siapa kamu bukan teman gue sudah kesal sendiri gue,1,1,1,0,0,0,0,0,1,1,0,0
kristen selalu buat ulah,1,1,0,1,1,0,0,0,0,0,1,0
tau dong bau bau sudah cir ini buluk,1,1,1,0,0,1,0,0,0,1,0,0
kayak pegang bukan,0,0,0,0,0,0,0,0,0,0,0,0
guru tk darma wanita satu desa plumbon porong deklarasi anti hoaks ujar benci isu sarah dan dukung pilih kepala daerah damai,0,0,0,0,0,0,0,0,0,0,0,0
seram main begitu,0,1,0,0,0,0,0,0,0,0,0,0
kayak bisa atau cuma bank te entu bilang saja mau jual uang tukar ke rupiah,0,0,0,0,0,0,0,0,0,0,0,0
yaman nih dan tahun lagi gue depo asi kamu,1,1,1,0,0,0,0,0,1,0,0,1
hati hati berita pilih kepala daerah yang bau hoaks madiun madiun today 100thmadiun kotak karismatik madiun tolak cukai ilegal kunjung juga,0,0,0,0,0,0,0,0,0,0,0,0
anak ya ini,1,1,1,0,0,0,0,0,1,1,0,0
sudah tahu hoaks ya fahri makanya kalau ambil berita tuyg baru jangan dari tong ambil terus di screenshoot tau berita sudah,1,0,1,0,0,0,0,0,1,1,0,0
mantap direct message dekat sama baris serba guna bang,0,0,0,0,0,0,0,0,0,0,0,0
nyata ada lebah yang tidak suka bunga tapi makan gue penasaran madu nya kayak bagaimana,0,0,0,0,0,0,0,0,0,0,0,0
pantas indonesia mundur dalam segala bentuk,1,0,1,0,0,0,0,0,1,1,0,0
nah yang yang bilang hacker haha,0,1,0,0,0,0,0,0,0,0,0,0
haha blunder kamu yang tidak beri itu protein energy malnutrition pusat dengan alas ham kalau rakyat aceh ya mau kali pun coba kamu datang perintah bilang suruh buat hukum islam kaffah di aceh kalau dewan wakil rakyat a,1,1,1,0,0,0,0,0,1,1,0,0
gue sudah selam sampai bawah bawah balik lagi ke atas 1,0,1,0,0,0,0,0,0,0,0,0,0
saya tak bisa pancing pancing dengan urus nista atau bukan saya hanya bicara paham saya tentang fiksi dan kitab suci,0,0,0,0,0,0,0,0,0,0,0,0
kacung itu kita teman gue dungu sampai ke tulang sumsum jadi jangan buang buang energi debat sama mereka,1,1,0,1,0,0,0,0,1,0,1,0
pak ai korupsi sapi,1,1,0,1,0,0,0,0,1,0,1,0
sinyal pelihara apalagi ini niat tidak sih login twitter doang susah amat bagaimana mau open redtube,1,1,0,1,0,0,0,1,0,0,1,0
mata aku tak mau aku wkwk,0,0,0,0,0,0,0,0,0,0,0,0
jadi ingat facebook lupa aku,0,1,0,0,0,0,0,0,0,0,0,0
kalau aku sih bakal bilang alah,0,1,0,0,0,0,0,0,0,0,0,0
nikita mirzani sudah pakai hijab yang masih bicara cebang sudah pernah fantasi dia belum uh ah cokorers,1,1,1,0,0,0,0,0,1,1,0,0
tatap alih ke arah lain enggan tatap pria curiga itu lagi pula siapa yang pe sama kali buat gaduh suasana jika angie tidak temu ada orang pria yang tidur di sofa jadi sepe i ini tidak akan jadi,0,0,0,0,0,0,0,0,0,0,0,0
lahir dan kembang gera di indonesia tidak dapat pisah dari buah organisasi yang nama indische sociaal democratische vereeniging,0,0,0,0,0,0,0,0,0,0,0,0
shaheizy sama wajah baharu calpis,0,0,0,0,0,0,0,0,0,0,0,0
ya serah kamu saja balas kembali fokus kepada kerja kita kami kerja tugas proyek seni budaya hanya dalam 2 hari telah langsung kumpul dan presentasi syukur nilai muas telah jadi proyek itu kami makin,0,0,0,0,0,0,0,0,0,0,0,0
tidak akan bro,0,0,0,0,0,0,0,0,0,0,0,0
laku masuk kategori buat tidak senang dan laku sangat menganggu satu bangsa dan laku naif cara tidak langsung bagai bentuk intimidasi hadap ulama dan laku,1,1,1,0,0,0,0,0,1,1,0,0
turun ke mukim warga cibadak sukabumi uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
kotor tidak masalah yang penting bahagia warga mana nge i,1,1,0,1,0,0,0,0,1,0,1,0
mau giveaway meja tapi nanti yang menang cuma the rich chenle,0,0,0,0,0,0,0,0,0,0,0,0
sudah buka satu demi satu busuk kubu anies sandi yang menang dengan tanpa berkah uniform resource locator dan prabowo usaha cuci tangan,1,0,0,1,0,0,0,0,1,0,1,0
wkwk bang,0,1,0,0,0,0,0,0,0,0,0,0
bukan kayak orang bro tapi memang b ego,1,1,1,0,0,0,0,0,1,1,0,0
menteri lingkung hidup dan hutan upaya perata ekonomi lalu tora di kawasan hutan dan hutan sosial tribun medan,0,0,0,0,0,0,0,0,0,0,0,0
pak mahfud md sudah paling dari allah subhanahu wa taala berang demi bangsa ajak semua buang islam,1,1,0,1,1,0,0,0,0,0,0,1
orang orang banyak minum amp makan kotor otak nya somplak,1,1,1,0,0,0,0,0,1,1,0,0
apa yang kuak semua sudah jelas sejak awal memang itu strategi kampanye kami di tim menang anies sandi uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
warga badui telah selesai ingat tradisi seba di pendopo perintah kabupaten lebak akan lanjut kembali be emu dengan gubernur banten wahidin halim hari ini sabtu 21 4 seba baduy 2018,0,0,0,0,0,0,0,0,0,0,0,0
lembaga lembaga anti korupsi masa lalu bubar karena sentuh kuasa gilir komisi berantas korupsi kenapa partai demokrasi indonesia juang pak ai politik kuasa yang pulang otot ingin bubar komisi berantas korupsi,1,0,0,1,0,0,0,0,1,0,1,0
justru mas kalau sudut salah satu agama t entu malah bahaya itu pak rocky ini cerdik dia bisa susun kalimat yang tepat amp pantas guna inti dari ini dia mau kasih tau pnge ian fiksi benar ayo mas nya i,0,0,0,0,0,0,0,0,0,0,0,0
para dukung calon presiden gagal pindah on selalu sibuk urus bawa kabur uang rupiah 35 t tapi tidak sadar kenapa bisa kabur bawa uang banyak itu tanpa dukung pribumi mustahil bisa pribumi hanya diam kalau sogok mental kacung memang uniform resource locator,1,1,0,1,0,1,0,0,0,0,1,0
kamu rabun apa gue tulis tidak bicara dan,1,1,1,0,0,0,1,0,0,1,0,0
bismillah tahan sepo yang,0,1,0,0,0,0,0,0,0,0,0,0
brahahahaaa nya ahoker belum cebok,1,1,1,0,0,0,0,0,1,1,0,0
update status bikin tugas tugas selesai tidak ya kok sekali,0,1,0,0,0,0,0,0,0,0,0,0
pak walaupun anda muslim bagai jabat negara anda harus be indak demi bangsa negara,0,0,0,0,0,0,0,0,0,0,0,0
12 ikan yang sudah sembuh dari sakit dan yang masih selamat bagus laik jual harus pisah atau seleksi dari ikan yang permanen untuk pelihara lebih lanjut dan dan sehat ikan ncc,0,0,0,0,0,0,0,0,0,0,0,0
a inya apa pribumi sadar lihat siapa mereka kecuali kalian sama sama cina misionaris abai twit ini usir cina indonesia,1,0,0,1,0,1,0,0,0,0,0,1
presiden yang anda tuduh anti islam sudah banyak buat untuk negeri ini sudah banyak buat untuk umat uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
manusia,1,1,1,0,0,0,0,0,1,1,0,0
tetapi ingat ya jangan sampai cina kenal wisata haram juga ke indonesia haha,1,0,0,1,0,1,0,0,0,0,1,0
tanya di mana prabowo dan partai adil sejahtera saja bib kan asyik itu anggap prabowo dan partai adil sejahtera hidup pasti lebih dramatis,1,0,1,0,0,0,0,0,1,1,0,0
sahabat salah lovren ini jadi bukti bahwa beda suku agama ras bukan halang dalam bina hubung dengan sama umat manusia beda justru jadi warna sendiri dalam jalin pe emanan terima kasih lovren salah favorit best friend forever bro,0,0,0,0,0,0,0,0,0,0,0,0
sama saja lah lae meski sudah turun turun tetapi ideologi partai indonesia selalu lekat di jiwa mereka,0,0,0,0,0,0,0,0,0,0,0,0
saya juga kesal kalau ada yang rokok sambil naik motor iya kadang pengap kalau tutup terus apalagi macet,0,0,0,0,0,0,0,0,0,0,0,0
sudah minta maaf bro dan enak banget rasan mereka sebar hoaks minta maaf sebar hoaks lagi minta maaf lagi dan mesti di sapu dulu biar jera nih orang uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0
halo warga jaka a wakil kepala dinas tanam modal dan layan padu satu pintu provinsi daerah khusus ibukota jaka a bapak denny wahyu haryanto wakil wakil gubernur provinsi daerah khusus ibukota jaka a buka acara 2018 junior chamber international jci indonesia nasional event setiamelayanijaka a,0,0,0,0,0,0,0,0,0,0,0,0
2 selain kuat jaring gubernur juga tekan perlu kuasa state of the a knowledge se a bahasa lama rantau di luar indonesia,0,0,0,0,0,0,0,0,0,0,0,0
pandang tuan guru bajang hadap agama dan politik,0,0,0,0,0,0,0,0,0,0,0,0
sedia,1,1,0,1,0,0,0,0,1,0,1,0
susilo bambang yudhoyono presiden ri ke 6 minta khofifah emil untuk dekat dengan masyarakat no 1 bisa bagus,0,0,0,0,0,0,0,0,0,0,0,0
yang itu orang yang mau ganti presiden tetapi tidak tau siapa mikiiiir,1,1,1,0,0,0,0,0,1,1,0,0
cewek bandung crot di dalam dan unduh full uniform resource locator uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
complain raga tanggap fuck,1,1,0,1,0,0,0,0,1,0,1,0
kamu kok kayak grand theft auto mau jemput pakai mobil,1,1,1,0,0,0,0,1,0,1,0,0
lihat tante,0,1,0,0,0,0,0,0,0,0,0,0
sementara itu kerja musuh dakwah islam bubar hati rakyat juga hak lengser jokowi kodok tukang citra,1,0,1,0,1,0,0,0,0,0,0,1
ha kata saling lengkap orang bukti kamu juga bagaimana sih,1,1,1,0,0,0,0,0,1,1,0,0
tidak kata salah orang khalifah rasyidin itu kami dahulu rang orang sama mereka kalau begitu mereka orang orang tidak juga sebab orang,0,0,0,0,0,0,0,0,0,0,0,0
dia suka uji nasional jadi maklum,0,1,0,0,0,0,0,0,0,0,0,0
nek lihat match akhir chelsea sih harus menang mudah manchester united tapi iya embuh sih chelsea ki enggak bisa prediksi,1,1,0,1,0,0,0,0,1,0,1,0
ya kali pak tentara nasional indonesia suruh urus plastik,0,0,0,0,0,0,0,0,0,0,0,0
itu yang di khawatir dari manuver politik dan bijak yang laku oleh ini moga hal sebut tidak akan pernah jadi di negara satu republik indonesia cinta amin,0,0,0,0,0,0,0,0,0,0,0,0
madi arya lapor rocky gerung ke polisi serius itu kitab suci itu fiksi kata rocky nyata itu salah anda rasa hina tunggu bukankah biasa anut agama a anggap kitab suci,0,0,0,0,0,0,0,0,0,0,0,0
tengik memang,0,1,0,0,0,0,0,0,0,0,0,0
kok bisa pakai buruh cina kan rakyat sendiri banyak anggur dasar kodok,1,1,1,0,0,1,0,0,0,1,0,0
,1,1,0,1,0,0,0,0,1,0,1,0
rupiah haneul pada cute padahal pacar yang on retweet,0,1,0,0,0,0,0,0,0,0,0,0
bilang anti tidak tau wkwk,0,0,0,0,0,0,0,0,0,0,0,0
di suriah sekolah radikal dan rakit bom pulang ke indonesia jadi tempat pukul ya di aman,0,0,0,0,0,0,0,0,0,0,0,0
karena kadang hidup memang kayak malah kadang yang orang lain tapi kamu yang harus beres tainya tangan kamu iya,0,1,0,0,0,0,0,0,0,0,0,0
ih selotipan,1,1,1,0,0,0,0,1,0,1,0,0
haha kalah nih iya orang jahat pasti kalah,1,0,1,0,0,0,0,0,1,1,0,0
gubernur zaman now gus ipul puti 2 ganjar yasin 1 djarot sihar 2 hasan anton 2 koster ace 1 nurdin sudirman 3 karolin gidot 2 keanekaragaman budaya suku agama itu sungguh kaya kita tutur djarot di hadap pese a rakercabsu,0,0,0,0,0,0,0,0,0,0,0,0
yang cinta orde baru pasti meng idola kan prabowo amp hary tanoe di,1,0,1,0,0,0,0,0,1,1,0,0
tantang buka dada eh sebut setan memang sudah pada habis kamus lawan kenegarawanan pak joko widodo presiden ri ke 7 pada makin stresssssss nih hati hati kena strok atau serang jantung nanti rakyat indonesia hilang badut badut politik merdeka,1,1,0,1,0,0,1,0,0,0,1,0
belah duren ya tidak ya tidak maaf ya,1,1,1,0,0,0,0,0,1,1,0,0
2 orang orang yahudi dan nasrani yang telah kami beri al kitab taurat dan injil kenal muhammad,0,0,0,0,0,0,0,0,0,0,0,0
bubar hati amp front bela islam uniform resource locator,1,0,0,1,1,0,0,0,0,0,0,1
ahok memang verbal keras lampias dan lari karena lelaki lunak,1,0,1,0,0,0,0,1,0,1,0,0
sekadar bagi juga teman teman kantor aku kalau ada langgan yang cadar langsung bilang awas ada bom aku hanya hela nafas,0,0,0,0,0,0,0,0,0,0,0,0
mana nih ingin tusuk dan tusuk dan open bo wa 08157686707 dan berondong massage boy gayjaka a yogyakarta tangger,0,1,0,0,0,0,0,0,0,0,0,0
yang ancam untuk bunuh itu presiden republik indonesia mas terus mesti lapor dulu apakah tegak hukum tidak bisa be indak jika ada ancam bunuh kepada kepala negara,0,0,0,0,0,0,0,0,0,0,0,0
kayak orang nyosor mau minta,0,1,0,0,0,0,0,0,0,0,0,0
baik,0,1,0,0,0,0,0,0,0,0,0,0
jebur belum bukan cebur,0,1,0,0,0,0,0,0,0,0,0,0
partai adil sejahtera ulang tahun di balai kota rr bicara calon presiden di balai kota ganti saja nama jadi balai politik,0,0,0,0,0,0,0,0,0,0,0,0
pak perlu lanjut rencana untuk seret ke adil ham pbb uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
bijak kembali barang kepada konsumen yang laku apabila barang sebut rusak produksi atau konsumen rasa kurang puas dengan produk sebut hitung lama 7 hari dari tanggal beli dan haus mini quiz hazid ikut dan,0,0,0,0,0,0,0,0,0,0,0,0
kisah hidup muhammad yang lebih lengkap dapat unduh di sini,0,0,0,0,0,0,0,0,0,0,0,0
jajah di atas bumi indonesia harus di hapus kan jajah ekonomi budaya hasil bumi oleh cina harus kita basmi demi negara satu republik indonesia usir,1,0,0,1,0,1,0,0,0,0,0,1
we ada pipis cecer di mari pantas bau pesing,0,1,0,0,0,0,0,0,0,0,0,0
kalau jadi di sini mungkin juga kalian yang teriak paling lantang pm h pro lebih dahulu pas tawar bantu bikin posko ini itu yang inti malah kompor keluarga korban lama pm h bilang 15 hari lama harus 3,0,0,0,0,0,0,0,0,0,0,0,0
mari juang sampai jokowi lantik kembali di tahun 2019 jangan gentar jangan takut walau mata benang di leher walau ujung tombak di perut dan tidak akan surut langkah kita tidak akan suara kita tidak akan,0,0,0,0,0,0,0,0,0,0,0,0
kayak,0,1,0,0,0,0,0,0,0,0,0,0
survei di metro televisi jokowi menang dari presiden baru tapi cara hitung bagaimana ya 45 bisa kalah 46 jangan jangan salah judul maksud jokowi masih menang sumber zie bajrie,1,0,1,0,0,0,0,0,1,1,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
cuba lah tegak anime nih karakai jozu no takagi san kalau rasa nak feeling feeling cinta zaman sekolah memang throwback habis 9 10 uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
seru pesta budaya derau di kuta kakak anegara,0,0,0,0,0,0,0,0,0,0,0,0
ada yang mau kontak retweet sekarang ya banyak banget kenal tante jilboobs nini nama tante dea o,0,1,0,0,0,0,0,0,0,0,0,0
debat publik bukan ajang bukti siapa pintar atau balik juga bukan ruang akademik untuk pamer siapa paling indah tiap orang punya kuat dan lemah bukan hanya soal diri itu egosentris nama ini lebih pada soal kuat tahan l,0,0,0,0,0,0,0,0,0,0,0,0
duduk istana negara sekali lengser jokowi salam dua tahun,1,0,1,0,0,0,0,0,1,0,0,1
wah hebat pak yang lagi sibuk citra baca nih,1,0,1,0,0,0,0,0,1,1,0,0
bagi anda mungkin tidak apa apa tapi bagi kami muslim ini sangat hina kami betina itu sudah nista syariat kami,1,1,1,0,1,0,0,0,0,1,0,0
baby buddha teroris myanmar,1,1,0,1,1,1,0,0,0,0,1,0
indonesia belum merdeka indonesia masih jajah oleh orang cina takbir allahu akbar uniform resource locator,1,0,0,1,0,1,0,0,0,0,1,0
memang benar kata amat politik hanta yudha kalau pasang calon no 2 ini tidak ada kan nya di jawa tengah jawa tengah gayeng 2019 tetap jokowi,0,0,0,0,0,0,0,0,0,0,0,0
jongos nista agama ahok sok sok ngong sara majikan nya tebar sara astagfirullah tobat,1,1,1,0,0,0,0,0,1,1,0,0
boleh saya follow beli juga saya katolik dan ikut akun prof untuk tambah wawas bangsa terima kasih,0,0,0,0,0,0,0,0,0,0,0,0
kapan itu sih cabul balik kecut sih itu iya,1,1,1,0,0,0,0,1,0,1,0,0
turut wibisono citra jokowi telah sebar up media massa pro sehingga kes jokowi hasil,1,0,1,0,0,0,0,0,1,1,0,0
adi gaya kamu kayak beruk begini kalau supir tembak metromini masuk dewan wakil rakyat kamu,1,1,1,0,0,0,0,0,1,1,0,0
km terlalu mainstream mengaa ikan pintar pintar itu relatif gantung mau bawa mana penge iannya surat pemberitahuan tahun anda pintar meng undeeestimate kan orang gue pintar komen saja now pintar mangkrakan janji janji doang sok making,1,0,1,0,0,0,0,0,1,1,0,0
kan memang gue,0,1,0,0,0,0,0,0,0,0,0,0
ih masak di sama sama,0,0,0,0,0,0,0,0,0,0,0,0
gue pukau 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
aspirasi ibu lina dari sumedang kepada calon gubernur jabar berantas rebut laki orang yang sudah resah hidup warga desa,0,0,0,0,0,0,0,0,0,0,0,0
yaelah chat saja kamu urus itu yang sudah lihat mesum anggota dewan wakil rakyat pada diam yang nyata selingkuh tujuh tahun kalian pura pura iq dua ratus tidak sampai otak,1,1,0,1,0,0,1,1,0,0,1,0
itu yang saya kata sejak dulu lagi kita tak takut dengan cina atau pak i dap tapi kita bimbang paham yang bawa oleh mereka,0,0,0,0,0,0,0,0,0,0,0,0
cermin pun pecah saat diri kaca,0,0,0,0,0,0,0,0,0,0,0,0
langsung tag pak ainya tidak berani ya bera i kamu,1,1,1,0,0,0,0,1,0,1,0,0
awwww comel nya kan ikut warna,0,0,0,0,0,0,0,0,0,0,0,0
islam jadi manusia yang idealis namun tetap realistis siap hidup masa kini namun tak lupa masa depan ajak kerja keras dan ajak pula istirahat,0,0,0,0,0,0,0,0,0,0,0,0
kristus pejuh siwuk kutang siwuk pejuh siwuk kutang siwuk pejuh siwuk kutang siwuk pejuh siwuk kutang siwuk pejuh siwuk k,1,1,0,1,1,0,1,1,0,0,1,0
agama katolik tidak ada yang sebut katolik nusantara agama kristen protestan tidak ada yang sebut kristen protestan nusantara agama hindu tidak ada yang sebut hindu nusantara agama buddha tidak ada yang sebut buddha nusantara lah kok ini,0,0,0,0,0,0,0,0,0,0,0,0
3 karena bas teknologi digital presiden juga minta sistem betul betul jalan dan langsung bisa guna dan ramah bagi guna ratas,0,0,0,0,0,0,0,0,0,0,0,0
ah itu kan asa saja untuk hibur diri mana ada tidak bahagia presiden punya tol punya lah kamu punya cuma germo,1,1,1,0,0,0,0,0,1,1,0,0
kami lebih resah anda jadi presiden hidup anda penuh drama dan citra main film televisi saja joko judul uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
agama kristen golong darah b nasal san fernando valley,0,0,0,0,0,0,0,0,0,0,0,0
buddha bunuh muslim di myanmar,1,0,0,1,1,0,0,0,0,0,1,0
yahudi minta sama jerman sana tempat ibadah,1,1,0,1,1,1,0,0,0,0,1,0
papa minta ketua fraksi rakyat mau nya setya novanto keluar dari dewan wakil rakyat bukan di pecat dari ketua dewan wakil rakyat percuma saya di pecat dan masih ada di dewan wakil rakyat,1,0,1,0,0,0,0,0,1,1,0,0
cina,0,0,0,0,0,0,0,0,0,0,0,0
hoaks kodok biawak roket sekop karbitan 2019 ganti presiden 2019 presiden baru 2019 tenggelam jokowi ke sungai siak,1,1,0,1,0,1,0,0,0,0,1,0
itu yang pada ribut bla bla mungkin emoh baca yang baca pun kalau punya niat agitasi serang perintah pakai ini cari simpatisan,1,0,1,0,0,0,0,0,1,1,0,0
10 presiden jokowi harap skema kerja sama ini juga dapat laku di dalam bangun bangun lain,0,0,0,0,0,0,0,0,0,0,0,0
pilih umum langsung biar buat pilih presiden dan dewan wakil rakyat saja calon presiden pun biar tidak kayak kucing dalam karung mungkin bisa bikin mekanisme baru yang lebih oke misal calon presiden tentu dari gubernur yang prestasi jadi yang boleh maju jadi calon presiden hanya yang sudah jadi gubernur,0,0,0,0,0,0,0,0,0,0,0,0
tidak vital bagaimana sudah dari kapan inter tidak punya bek kanan yang bisa jadi beda akhir itu ya era maicon di ambrosio juga baru baru telah datang cancelo bagus nhmmmm bera i simpul yang ausilio ini,1,1,1,0,0,0,0,0,1,1,0,0
nama juga agama,1,1,1,0,1,0,0,0,0,1,0,0
43 contoh lain meski banyak tuding duga korupsi tapi susilo bambang yudhoyono tidak pernah dorong jaksa usut apalagi himbau komisi berantas korupsi usut duga korupsi jokowi,1,0,1,0,0,0,0,0,1,1,0,0
saya cium bau bau uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
henti jadi konsumen wisata haji rumah yang tipu jadi produsen wisata jiarah indonesia,1,0,0,1,1,0,0,0,0,0,1,0
buru nazi simon wiesenthal pegang foto foto yang gambar mantan kepala gestapo laki laki rauf dan buah van kamar gas gerak yang buat untuk eksekusi orang orang yahudi,0,0,0,0,0,0,0,0,0,0,0,0
yang ada caci maki nista agama tapi nyata tahu poligami umpet apa mau begitu saya sih ogah,1,0,1,0,0,0,0,0,1,1,0,0
bubar negara satu republik indonesia harga mati,1,0,0,1,0,0,0,0,1,0,0,1
ingat baik baik kata sih royson jokowi kacung gue dan itu mungkin alas fundamental kenapa ini justru sepe i sengaja masuk ke dalam debt trap cina dan north sumatera offshore jadi wajib untuk 2019 ganti presiden,1,1,1,0,0,1,0,0,0,1,0,0
wkwk aku mau pepet uji ah,0,1,0,0,0,0,0,0,0,0,0,0
gubernur jaman now ya anti hoaks bukan sebar isu yang tidak pasti ganjar yasin menang ganjar yasin 1 kami ganjar yasin,0,0,0,0,0,0,0,0,0,0,0,0
azan di televisi panggil manggil allah subhanahu wa taala biadab harus henti dan acara catut nama tuhan tidak boleh lanjut,1,1,0,1,1,0,0,0,0,0,0,1
